corpname,American Federation of Muslims of Indian Origin
corpname,"American Federation of Ramallah, Palestine"
corpname,American Folklore Society
corpname,American Football League
corpname,American Forestry Association
corpname,American Freedmen's Aid Commission
corpname,American Friends Service Committee
corpname,American Friends Service Committee. Michigan Area Office
corpname,American Friends Service Committee. Michigan Criminal Justice Program
corpname,American Fur Company
corpname,American Genetic Association
corpname,American Geographical Union
corpname,American Guild of Organists. Ann Arbor Chapter
corpname,American Historical Association
corpname,American Honest-Money League
corpname,American Humanist Association
corpname,American Indian Defense Association
corpname,American Institute of Architects
corpname,American Institute of Electrical Engineers
corpname,American Institute of Pacific Relations
corpname,American Institute of Physics
corpname,American Italian Historical Association
corpname,American Jewish Committee
corpname,American Jewish Congress
corpname,American Jewish Joint Distribution Committee
corpname,American Judicature Society
corpname,American League to Limit Armaments
corpname,American Legion
corpname,"American Legion Building (Ann Arbor, Mich.)"
corpname,American Legion. Auxiliary. Dept. of Michigan
corpname,"American Legion. Auxiliary. Erwin Prieskorn Unit #46 (Ann Arbor, Mich.)"
corpname,"American Legion. Christian Post no. 278 (Detroit, Mich.)"
corpname,American Legion. Dept. of Michigan
corpname,"American Legion. Erwin Prieskorn Post No. 46 (Ann Arbor, Mich.)"
corpname,American Liberty League
corpname,American Library Association
corpname,American Library Association. Library Education Division. Teachers Section
corpname,American Lung Association of Michigan
corpname,American Lung Association of Southeast Michigan
corpname,American Manganese Producers Association
corpname,"American Manufacturing Company (Battle Creek, Mich.)"
corpname,American Mathematical Society
corpname,American Medical Association
corpname,American Medical Women's Association
corpname,American Moslem Society
corpname,American Motors Corporation
corpname,American National Red Cross
corpname,American National Red Cross. Ann Arbor Branch
corpname,American National Red Cross. Ingham County Chapter
corpname,American National Red Cross. Washtenaw County Chapter
corpname,American National Red Cross. Ypsilanti Branch
corpname,American Neutral Conference Committee
corpname,American ORT Federation
corpname,American Ophthalmological Society
corpname,American Ornithologists' Union
corpname,American Party
corpname,American Peace Congress n (4th : 1913 : St. Louis)
corpname,American Peace Society
corpname,American Philological Association
corpname,American Physical Society
corpname,American Political Science Association
corpname,American Power Boat Association
corpname,American Press Association
corpname,American Profit Sharing Institute
corpname,American Protective Association
corpname,American Protective Tariff League
corpname,American Psychiatric Association
corpname,American Psychological Association
corpname,American Public Health Association
corpname,American Red Cross
corpname,American Road Builders' Association
corpname,American Rolling Mill Company
corpname,American Schools of Oriental Research
corpname,American Social Hygiene Association
corpname,American Society for Public Administration. Michigan Chapter
corpname,American Society of Civil Engineers
corpname,American Society of International Law
corpname,American Society of Landscape Architects
corpname,American Sociological Association
corpname,American Sugar Refining Company
corpname,American Telephone and Telegraph Company
corpname,American Trudeau Society
corpname,American Turners (Organization)
corpname,American Union Against Militarism
corpname,American Vigilant Intelligence Federation
corpname,American Voiturette Company--Catalogs
corpname,American Wildlife Institute
corpname,American Women for International Understanding
corpname,"American Youth Hostels, inc. Metropolitan Detroit Council"
corpname,"American Youth Hostels, inc. Michigan Council"
corpname,American Youth for Political Action
corpname,American-Arab Anti-Discrimination Committee
corpname,"American-Arab Anti-Discrimination Committee, Michigan"
corpname,American-Italian Business and Professional Women's Club
corpname,Americans Committed to World Responsibility at the University of Michigan
corpname,Americans United for Separation of Church and State
corpname,Americans for Democratic Action
corpname,Americans for Religious Liberty
corpname,Amtrak
corpname,Amway Corporation
corpname,Ancient Arabic Order of the Nobles of the Mystic Shrine for North America--Michigan
corpname,Ancient Order of Gleaners
corpname,Anderson Electric Car Company--Catalogs
corpname,"Anderson House (Ann Arbor, Mich.)"
corpname,"Anderson's Paint Store (Ann Arbor, Mich.)"
corpname,"Andrew Church (Minneapolis, Minn.)"
corpname,"Andrews Presbyterian Church (Minneapolis, Minn.)"
corpname,Angell Hall (University of Michigan)
corpname,Angell Hall (University of Michigan)-- In art
corpname,Anhut Motor Car Company--Catalogs
corpname,Animas-La Plata Project
corpname,Ann Arbor (Mich. : Township)
corpname,Ann Arbor (Mich.). Anti-Substance Abuse Task Force
corpname,Ann Arbor (Mich.). Board of Commerce
corpname,Ann Arbor (Mich.). Board of Education
corpname,Ann Arbor (Mich.). Central Area Development Task Force
corpname,Ann Arbor (Mich.). Circulation Plan Special Committee
corpname,Ann Arbor (Mich.). Citizen Advisory Committee
corpname,Ann Arbor (Mich.). Citizen's Commission on Children and Youth
corpname,Ann Arbor (Mich.). Citizens' Committee on Community Development
corpname,Ann Arbor (Mich.). City Administrator
corpname,Ann Arbor (Mich.). City Administrator's Office
corpname,Ann Arbor (Mich.). City Council
corpname,Ann Arbor (Mich.). City Planning Dept
corpname,Ann Arbor (Mich.). Common Council
corpname,Ann Arbor (Mich.). Community Development Dept
corpname,Ann Arbor (Mich.). Community Planning and Management
corpname,Ann Arbor (Mich.). Community Renewal Program
corpname,Ann Arbor (Mich.). Dept. of Parks and Recreation
corpname,Ann Arbor (Mich.). Dept. of Public Works
corpname,Ann Arbor (Mich.). Downtown Development Authority
corpname,Ann Arbor (Mich.). Engineering Dept
corpname,Ann Arbor (Mich.). Fire Dept
corpname,Ann Arbor (Mich.). Housing Commission
corpname,Ann Arbor (Mich.). Human Relations Commission
corpname,Ann Arbor (Mich.). Human Rights Commission
corpname,Ann Arbor (Mich.). Individual Historic Properties District Study Committee
corpname,Ann Arbor (Mich.). Mayor's Blue Ribbon Committee on Fair Rental Practices
corpname,Ann Arbor (Mich.). Model Cities Program
corpname,Ann Arbor (Mich.). Office of Community Services
corpname,Ann Arbor (Mich.). Office of the City Controller
corpname,Ann Arbor (Mich.). Park Commission
corpname,Ann Arbor (Mich.). Personnel/Human Rights Dept
corpname,Ann Arbor (Mich.). Planning Commission
corpname,Ann Arbor (Mich.). Police Dept
corpname,Ann Arbor (Mich.). Sesquicentennial Commission
corpname,Ann Arbor (Mich.). Solid Waste Dept
corpname,Ann Arbor Academy
corpname,Ann Arbor Airport
corpname,Ann Arbor Airport Advisory Committee
corpname,Ann Arbor Alliance for Achievement in Academics and the Arts
corpname,Ann Arbor Anti-Substance Abuse Task Force
corpname,Ann Arbor Antiques Market
corpname,Ann Arbor Arbeiter Verein
corpname,Ann Arbor Area Goals Conference
corpname,Ann Arbor Art Association
corpname,"Ann Arbor Art Fairs (Ann Arbor, Mich.)"
corpname,Ann Arbor Bank
corpname,Ann Arbor Bible Chairs
corpname,"Ann Arbor Bicentennial Commission (Ann Arbor, Mich.)"
corpname,Ann Arbor Bicycle Club
corpname,Ann Arbor Blues Festival
corpname,Ann Arbor Blues and Jazz Festival
corpname,Ann Arbor Book Festival
corpname,Ann Arbor Cattle Company
corpname,Ann Arbor Center for Independent Living
corpname,"Ann Arbor Central Mills (Ann Arbor, Mich.)"
corpname,Ann Arbor Chamber of Commerce
corpname,"Ann Arbor Charter Commission (Ann Arbor, Mich. : 1920)"
corpname,Ann Arbor Citizens' Council
corpname,Ann Arbor City Mills
corpname,Ann Arbor Club
corpname,Ann Arbor Committee for Housing Legislation (Mich.)
corpname,Ann Arbor Community Center
corpname,Ann Arbor Community Chest
corpname,Ann Arbor Cooperative Society (Mich.)
corpname,Ann Arbor Council of Churches (Mich.)
corpname,Ann Arbor Dance Theatre
corpname,Ann Arbor Downtown Development Authority
corpname,Ann Arbor Drama Season
corpname,Ann Arbor Farmer's Market (Mich.)
corpname,Ann Arbor Farmers' Market
corpname,Ann Arbor Federal Savings
corpname,Ann Arbor Film Festival
corpname,Ann Arbor Flower and Garden Show
corpname,Ann Arbor Focus on Equal Opportunity for Women
corpname,Ann Arbor Foundry Company
corpname,"Ann Arbor Friends Meeting (Ann Arbor, Mich.)"
corpname,Ann Arbor Garden Club
corpname,Ann Arbor Gas Company
corpname,Ann Arbor Gay Liberation Front
corpname,Ann Arbor Golf and Outing Club
corpname,"Ann Arbor Grange, No. 1566 (Washtenaw County, Mich.)"
corpname,Ann Arbor Gun Club (Mich.)
corpname,Ann Arbor Handweaver's Guild
corpname,Ann Arbor High School (Mich.)
corpname,Ann Arbor High School (Mich.)--Bands
corpname,Ann Arbor High School (Mich.)--Football
corpname,"Ann Arbor High School (Mich.)--Societies, etc"
corpname,Ann Arbor High School (Mich.)--Students
corpname,Ann Arbor High School (Mich.). Class of 1874
corpname,Ann Arbor High School (Mich.). Class of 1885
corpname,Ann Arbor High School (Mich.). Class of 1910
corpname,Ann Arbor High School (Mich.). Class of 1912
corpname,Ann Arbor High School (Mich.). Class of 1915
corpname,Ann Arbor High School (Mich.). Class of 1939
corpname,Ann Arbor High School (Mich.). Class of 1966
corpname,Ann Arbor High School (Mich.). Washington Club
corpname,Ann Arbor Hills Association
corpname,Ann Arbor Historic Commission (Mich.)
corpname,Ann Arbor Historic District Commission (Mich.)
corpname,Ann Arbor Home and School for Handicapped Children
corpname,Ann Arbor Jazz and Blues Festival--1974
corpname,Ann Arbor Junior Chamber of Commerce (Mich.)
corpname,Ann Arbor Juvenile Temperance Union (Mich.)
corpname,Ann Arbor May Festival
corpname,Ann Arbor Ministerial Association (Mich.)
corpname,Ann Arbor Municipal Airport Advisory Committee
corpname,Ann Arbor National Defense Committee (Mich.)
corpname,Ann Arbor No. 3 (Car ferry)
corpname,Ann Arbor Organ Company
corpname,Ann Arbor Private Hospital (Mich.)
corpname,Ann Arbor Public Library
corpname,Ann Arbor Public Schools
corpname,Ann Arbor Railroad Company
corpname,"Ann Arbor Railroad Depot (Ann Arbor, Mich.)"
corpname,Ann Arbor Rotary Club
corpname,Ann Arbor SPARK
corpname,Ann Arbor School of Music
corpname,Ann Arbor School of Music. Class of 1913
corpname,Ann Arbor School of Religion
corpname,Ann Arbor Science for the People (Organization)
corpname,"Ann Arbor Street Art Fair (Ann Arbor, Mich.)"
corpname,Ann Arbor Street Railway Company
corpname,Ann Arbor Sun
corpname,Ann Arbor Symphony
corpname,Ann Arbor Symphony Orchestra
corpname,"Ann Arbor Taxicab Co. (Ann Arbor, Mich.)--Employees"
corpname,Ann Arbor Tenants Union
corpname,Ann Arbor Tomorrow
corpname,Ann Arbor Tomorrow Council
corpname,Ann Arbor Township Planning Commission
corpname,Ann Arbor Train and Trolley Watchers
corpname,Ann Arbor Transportation Authority
corpname,Ann Arbor Tribal Council
corpname,Ann Arbor Union Builders' Corporation
corpname,Ann Arbor United Fund
corpname,Ann Arbor Women Painters
corpname,Ann Arbor Women for Peace
corpname,Ann Arbor Young Men's-Young Women's Christian Association (Mich.)
corpname,Ann Arbor and Ypsilanti Electric Railway Company
corpname,Ann Arbor courier
corpname,Ann Arbor-Managua Initiative for Soil Testing Development
corpname,Ann Arbor-Washtenaw Council of Churches
corpname,Ann Arbor-Ypsilanti Urban Area Transportation Study Committee
corpname,Anna Botsford Bach Home
corpname,Annenberg/CPB Project
corpname,Anti-National Origins Clause League
corpname,Anti-Saloon League of America
corpname,Anti-Saloon League of Michigan
corpname,Anti-Saloon Republican National Committee
corpname,Anti-saloon League of Ohio
corpname,"Antioch Lutheran Church (Farmington, Mich.)"
corpname,"Antiochian Basilica of St. Mary (Livonia, Mich.)"
corpname,Antiochian Orthodox Christian Archdiocese of North America
corpname,"Antrim County Pomona Grange, No. 38 (Antrim County, Mich.)"
corpname,Antrim Iron Company
corpname,"Apostles (Musical group : Ann Arbor, Mich.)"
corpname,Apostles (Musical group)
corpname,Apostles Club (University of Michigan)
corpname,"Apostolic Lutheran Church (Detroit, Mich.)"
corpname,Arab America Michigan
corpname,"Arab American National Museum (Dearborn, Mich.)"
corpname,Arab Community Center for Economic and Social Services
corpname,Arab Community for Economic and Social Services
corpname,Arab Students Union (University of Michigan)
corpname,Arab World Festival
corpname,"Arbor-A, Inc"
corpname,"Arborland (Shopping mall : Ann Arbor, Mich.)"
corpname,Arbornet
corpname,Arc Michigan
corpname,"Arcade Theater (Ann Arbor, Mich.)"
corpname,Arcadia & Betsey River Railway Company
corpname,"Architectural Barriers Committee (Detroit, Mich.)"
corpname,Architectural League of America
corpname,Architecture and Design Building (University of Michigan)
corpname,Archons (University of Michigan)
corpname,"Argo Mills (Ann Arbor, Mich.)"
corpname,Argonne National Laboratory
corpname,Argonne University Associates
corpname,Ark (Nightclub)
corpname,"Army Intensive Japanese Language School (Ann Arbor, Mich.)"
corpname,"Arnold Home, Inc"
corpname,Arnold Transit Company
corpname,Art Building (University of Michigan)
corpname,Art Cinema League (University of Michigan)
corpname,Art and Architecture Building (University of Michigan)
corpname,Arthur B. Homer (Ship)
corpname,"Artists' Workshop (Detroit, Mich.)"
corpname,Artrain
corpname,Arts Foundation of Michigan
corpname,"Arts and Industries Building (Washington, D.C.)"
corpname,Arvid Jouppi Associates
corpname,"Ascension Lutheran Church (Flint, Mich.)"
corpname,"Ascension Lutheran Church (Grand Rapids, Mich.)"
corpname,"Ash Center Grange, No. 471 (Monroe County, Mich.)"
corpname,"Ashland College (Grant, Mich.)"
corpname,Ashland Iron Mining Company
corpname,Asian Pacific American Chamber of Commerce
corpname,Associated Colleges of the Midwest
corpname,Associated Police Communications Officers
corpname,Associated Press
corpname,Association Against the Prohibition Amendment
corpname,Association for Asian Studies
corpname,Association for Computing Machinery
corpname,Association for the Advancement of Women
corpname,Association for the Promotion of Female Education
corpname,Association of American Geographers
corpname,Association of American Law Schools
corpname,Association of American Library Schools
corpname,Association of American Medical Colleges
corpname,Association of American Universities
corpname,Association of American Universities. Council on Federal Relations
corpname,Association of Baptists for World Evangelism
corpname,"Association of Black Professionals, Administrators, Faculty and Staff (University of Michigan)"
corpname,Association of Catholics Favoring Prohibition
corpname,Association of Chinese Americans. Detroit Chapter
corpname,Association of College and Research Libraries
corpname,Association of Collegiate Schools of Architects
corpname,Association of Governing Boards of State Universities and Allied Institutions
corpname,Association of Iron and Steel Engineers
corpname,Association of Religious Counselors (University of Michigan)
corpname,Association of Research Libraries
corpname,Association of Schools of Public Health
corpname,Association of Suburban People
corpname,Association of Universities for Research in Astronomy
corpname,Association of University Professors of Ophthalmology
corpname,Association of University and College Business Officers
corpname,"Astor House (Mackinac Island, Mich.)"
corpname,"Atchison, Topeka, and Santa Fe Railway Company"
corpname,Athletic Managers Club (University of Michigan)
corpname,Atikokan (Ship)
corpname,Atlantic Coast Line Railroad Company
corpname,Atlantic Union (U.S.)
corpname,Atlantic and Gulf Railroad Company
corpname,Atomic Bomb Casualty Commission
corpname,"Atomic Power Development Associates, inc"
corpname,Atwell-Hicks
corpname,Au Sable & Northwestern Railway Company
corpname,"Augsburg Lutheran Church (Detroit, Mich.)"
corpname,"Augustana Lutheran Church (Detroit, Mich.)"
corpname,"Augustana Lutheran Church (Tustin, Mich.)"
corpname,"Austin Grange, No. 1331 (Hillsdale County, Mich.)"
corpname,Authors' League of America
corpname,Automation Alley
corpname,Automobile Manufacturers Association
corpname,Automotive Safety Foundation
corpname,"Avalon Housing (Ann Arbor, Mich.)"
corpname,"Ayres, Lewis, Norris, and May"
corpname,Azazels (University of Michigan)
corpname,B'nai B'rith
corpname,B'nai B'rith Hillel Foundation (University of Michigan)
corpname,B'nai B'rith. Anti-defamation League
corpname,B. Lyman Smith (Ship)
corpname,B.E. Ludwig Store
corpname,BRH Mobility Services Company
corpname,BRW Inc
corpname,"Bach & Abel (Dry goods store : Ann Arbor, Mich.)"
corpname,"Bach School (Ann Arbor, Mich.)"
corpname,Bailey & Whitesides Stereoscopic and Portrait Gallery
corpname,Baird Carillon (University of Michigan)
corpname,Baker Furniture Company
corpname,"Baker Memorial Church (Grand Rapids, Mich.)"
corpname,"Bal Harbour Hotel (Miami Beach, Fla.)"
corpname,Baltimore and Ohio Railroad Company
corpname,Band of the Broken Pipes (University of Michigan)
corpname,Bank of Washtenaw
corpname,"Banks and Stowe Sandwich Shop (Ypsilanti, Mich.)"
corpname,"Baptist Parsonage (Saline, Mich.)"
corpname,"Baptist Tabernacle (Ypsilanti, Mich.)"
corpname,Baptists--Michigan--Ann Arbor
corpname,Baptists--Michigan--Grand Rapids
corpname,Baptists--Michigan--Hillsdale
corpname,Baptists--Michigan--Sault Sainte Marie
corpname,Baraga Lumber Company
corpname,Barbour Gymnasium (University of Michigan)
corpname,"Barn Theatre (Augusta, Mich.)"
corpname,Barnard College--Alumni and alumnae
corpname,Barnard College--Students
corpname,Barnhill Marching Band
corpname,Barristers Society (University of Michigan)
corpname,Barry County (Mich.). Health Dept
corpname,"Bartholomew Consolidated School Corporation (Columbus, Ind.)"
corpname,"Barton Dam (Ann Arbor, Mich.)"
corpname,Barton-Aschman Associates
corpname,"Batchelder Hall (Romeo, Mich.)"
corpname,Bates Real Estate
corpname,Bath & Hammondsport Railroad
corpname,Battle Creek (Mich.). Housing Commission
corpname,Battle Creek Area Urban League
corpname,Battle Creek Area Urban League (Mich.)
corpname,Battle Creek Area Urban League Guild
corpname,Battle Creek Food Company
corpname,Battle Creek Sanitarium
corpname,Bay City Airport (Mich.)
corpname,Bay City Council of Churches (Mich.)
corpname,Bay County Council on Juvenile Delinquency (Mich.)
corpname,"Bay Grange, No. 597 (Arenac County, Mich.)"
corpname,Bay Mills Indian Community
corpname,Bay View Association
corpname,Bay View Reading Circle of Fenton (Mich.)
corpname,"Bay View, Little Traverse and Mackinac Rail Road Company"
corpname,Beacon Press
corpname,"Bear Creek Grange, No. 1266 (Emmet County, Mich.)"
corpname,Bear Lake and Eastern Rail Road Company
corpname,Beatles
corpname,Beaver Island Lumber Company
corpname,"Beck Brewery (Alpena, Mich.)"
corpname,Beckett Raeder Rankin Inc
corpname,"Bell Telephone Laboratories, inc"
corpname,"Belle Isle Bridge (Detroit, Mich.)"
corpname,"Belleville Grange, No. 331 (Wayne County, Mich.)"
corpname,Bellevue Hospital
corpname,Bendix Corporation
corpname,Bendix Corporation. Aerospace Systems Division
corpname,Bennington College
corpname,"Bennington Grange, No. 873 (Shiawassee County, Mich.)"
corpname,Bentley Historical Library
corpname,Benton Spirit Community Newspaper
corpname,Benzonia Academy
corpname,"Berdan House (Plymouth, Mich.)"
corpname,Beta Theta Pi. Lambda Chapter (University of Michigan)
corpname,"Bethany Assembly of God Church (Adrian, Mich.)"
corpname,"Bethany Lutheran Church (Kaleva, Mich.)"
corpname,"Bethany Lutheran Church (Ludington, Mich.)"
corpname,"Bethany Lutheran Church (Roseville, Mich.)"
corpname,"Bethel A.M.E. Church (Ann Arbor, Mich.)"
corpname,"Bethel A.M.E. Church (Detroit, Mich.)"
corpname,"Bethel Evangelical Lutheran Church (Detroit, Mich.)"
corpname,"Bethel Evangelical and Reformed Church (Detroit, Mich.)"
corpname,"Bethel Lutheran Church (Cedarville, Mich.)"
corpname,"Bethlehem Evangelical Church (Ann Arbor, Mich.)"
corpname,"Bethlehem Lutheran Church (Detroit, Mich.)"
corpname,"Bethlehem Lutheran Church (Grand Rapids, Mich.)"
corpname,"Bethlehem Lutheran Church (Mount Clemens, Mich.)"
corpname,"Bethlehem Lutheran Church (Traverse City, Mich.)"
corpname,Bethlehem Steel Company
corpname,"Bethlehem United Church of Christ (Ann Arbor, Mich.)"
corpname,Betsey Barbour House (University of Michigan)
corpname,"Bible Presbyterian Church of Collingswood (Collingswood, N.J.)"
corpname,Bible Presbyterian Church. Collingswood Synod
corpname,Biblioteca Apostolica Vaticana
corpname,Big Bay Lumber Company
corpname,Big Rapids Board of Trade
corpname,Big Rapids and Western Railroad Company
corpname,Big Sky Resort
corpname,Big Ten Conference (U.S.)
corpname,Big Ten Conference (U.S.)--Songs and music
corpname,"Bike-a-thon (Ann Arbor, Mich.)"
corpname,"Bird General Store (Clayton, Mich.)"
corpname,Birkerts and Straub
corpname,"Birmingham Temple (Farmington Hills, Mich.)"
corpname,"Birthday Grange, No. 1352 (Schoolcraft County, Mich.)"
corpname,"Bishop, Ronald"
corpname,Black Action Movement (University of Michigan)
corpname,Black American Music Symposium (1985 : University of Michigan)
corpname,Black Autonomy Network Community Organization
corpname,Black Law Students Alliance
corpname,Black Legion
corpname,Black Student Union (University of Michigan)
corpname,Black and Black
corpname,Blair Society for Genealogical Research
corpname,Blaney and Southern Railway Company
corpname,Blodgett Company
